ec5	pdb	cathids	catalytic_cathids	unrelated?	number_unrelated_domains
5.99.1.2	1tl8	2.170.11.10;1.10.10.41;3.90.15.10;1.10.132.10	2.170.11.10;1.10.10.41;3.90.15.10	y	8
5.99.1.2	1r49	2.170.11.10;1.10.10.41;3.90.15.10;1.10.132.10	2.170.11.10;1.10.10.41;3.90.15.10	y	8
5.99.1.2	3px7	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	2gai	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	2o5c	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	1seu	2.170.11.10;1.10.10.41;3.90.15.10;1.10.132.10	2.170.11.10;1.10.10.41;3.90.15.10	y	8
5.99.1.2	3igc	3.30.66.10	3.30.66.10	y	8
5.99.1.2	2h7g	3.30.66.10	3.30.66.10	y	8
5.99.1.2	2h7f	3.30.66.10	3.30.66.10	y	8
5.99.1.2	1cy9	1.10.290.10;2.70.20.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	1cy8	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	1cy7	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	1cy6	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	1cy4	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	1cy2	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	1cy1	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	1cy0	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	1d6m	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	2gaj	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	1a41	3.90.15.10;1.20.120.380	3.90.15.10	y	8
5.99.1.2	1rrj	2.170.11.10;1.10.10.41;3.90.15.10;1.10.132.10	2.170.11.10;1.10.10.41;3.90.15.10	y	8
5.99.1.2	2o5e	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	1ej9	1.10.10.41;2.170.11.10;3.90.15.10;1.10.132.10	2.170.11.10;1.10.10.41;3.90.15.10	y	8
5.99.1.2	2o59	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	2o54	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	1ecl	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	2o19	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	1sc7	2.170.11.10;1.10.10.41;3.90.15.10;1.10.132.10	2.170.11.10;1.10.10.41;3.90.15.10	y	8
5.99.1.3	1s16	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	1s14	3.30.565.10	3.30.565.10	y	8
5.99.1.3	1am2	2.170.16.10	2.170.16.10	y	8
5.99.1.3	3l6v	2.120.10.90	2.120.10.90	y	8
5.99.1.3	4ksh	3.30.565.10	3.30.565.10	y	8
5.99.1.3	1suu	2.120.10.90	2.120.10.90	y	8
5.99.1.3	1z59	3.30.565.10;1.10.8.50;3.30.230.10	3.30.565.10	y	8
5.99.1.3	4oz6	2.170.16.10	2.170.16.10	y	8
5.99.1.3	3ttz	3.30.565.10	3.30.565.10	y	8
5.99.1.3	4gfn	3.30.565.10	3.30.565.10	y	8
5.99.1.3	1aj6	3.30.565.10	3.30.565.10	y	8
5.99.1.3	2xcr	3.90.199.10	3.90.199.10	y	8
5.99.1.3	2xcq	3.90.199.10	3.90.199.10	y	8
5.99.1.3	1z5a	3.30.565.10;1.10.8.50;3.30.230.10	3.30.565.10	y	8
5.99.1.3	2xco	3.90.199.10;3.30.1360.40	3.90.199.10	y	8
5.99.1.3	4kqv	3.30.565.10	3.30.565.10	y	8
5.99.1.3	4j3n	3.40.50.670;3.90.199.10;3.30.1360.40;1.10.268.10	3.90.199.10;3.30.1360.40;1.10.268.10	y	8
5.99.1.3	1zxm	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	1zxn	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	4ggl	3.30.565.10	3.30.565.10	y	8
5.99.1.3	1ab4	3.90.199.10;3.30.1360.40;1.10.268.10	3.90.199.10;3.30.1360.40;1.10.268.10	y	8
5.99.1.3	4pu9	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	1bgw	3.30.1490.30;3.40.50.670;1.10.268.10;3.30.1360.40;3.90.199.10	3.90.199.10	y	8
5.99.1.3	4bae	3.30.565.10	3.30.565.10	y	8
5.99.1.3	1mx0	3.30.565.10;1.10.8.50;3.30.230.10	3.30.565.10	y	8
5.99.1.3	2q2e	3.40.1360.10	3.40.1360.10	y	8
5.99.1.3	4duh	3.30.565.10	3.30.565.10	y	8
5.99.1.3	4kfg	3.30.565.10	3.30.565.10	y	8
5.99.1.3	4b6c	3.30.565.10	3.30.565.10	y	8
5.99.1.3	4lpb	3.30.565.10	3.30.565.10	y	8
5.99.1.3	4g3n	2.120.10.90	2.120.10.90	y	8
5.99.1.3	4hxz	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	1ei1	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	4k4o	3.30.565.10	3.30.565.10	y	8
5.99.1.3	4hxw	3.30.565.10	3.30.565.10	y	8
5.99.1.3	3zkb	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	3zkd	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	4uro	3.30.565.10	3.30.565.10	y	8
5.99.1.3	4urm	3.30.565.10	3.30.565.10	y	8
5.99.1.3	3qx3	3.40.50.670;3.90.199.10;3.30.1360.40;1.10.268.10	3.90.199.10;1.10.268.10	y	8
5.99.1.3	1pvg	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	1x75	1.10.268.10	1.10.268.10	y	8
5.99.1.3	1gku	2.20.20.30;3.40.50.300;3.40.50.300;3.40.50.140;1.10.460.10;1.10.290.10	3.40.50.300;3.40.50.300	y	8
5.99.1.3	1zvu	1.10.268.10	1.10.268.10	y	8
5.99.1.3	4tma	3.90.199.10	3.90.199.10	y	8
5.99.1.3	3nuh	3.90.199.10	3.90.199.10	y	8
5.99.1.3	4ely	1.10.268.10	1.10.268.10	y	8
5.99.1.3	4elz	1.10.268.10	1.10.268.10	y	8
5.99.1.3	1gl9	2.20.20.30;3.40.50.300;3.40.50.300;3.40.50.140;1.10.460.10;1.10.290.10	3.40.50.300;3.40.50.300	y	8
5.99.1.3	4fm9	3.40.50.670;3.30.1490.30;3.90.199.10;3.30.1360.40;1.10.268.10	3.90.199.10;3.30.1360.40;1.10.268.10	y	8
5.99.1.3	4ddv	3.40.50.300;3.40.50.300;3.40.50.140;1.10.460.10;1.10.290.10	3.40.50.300;3.40.50.300	y	8
5.99.1.3	4ddw	3.40.50.300;3.40.50.300;3.40.50.140;1.10.460.10;1.10.290.10	3.40.50.300;3.40.50.300	y	8
5.99.1.3	4hy1	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	1bjt	3.30.1490.30;3.40.50.670;1.10.268.10;3.30.1360.40;3.90.199.10	3.90.199.10;3.30.1360.40;1.10.268.10	y	8
5.99.1.3	4gee	3.30.565.10	3.30.565.10	y	8
5.99.1.3	3no0	2.120.10.90	2.120.10.90	y	8
5.99.1.3	3lpx	3.90.199.10;3.30.1360.40;1.10.268.10	3.90.199.10;3.30.1360.40;1.10.268.10	y	8
5.99.1.3	3lps	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	3u2d	3.30.565.10	3.30.565.10	y	8
5.99.1.3	4hym	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	3u2k	3.30.565.10	3.30.565.10	y	8
5.99.1.3	2y3p	3.90.199.10	3.30.565.10	y	8
5.99.1.3	3fv5	3.30.565.10	3.30.565.10	y	8
5.99.1.3	4r1f	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	3fof	3.90.199.10	3.90.199.10	y	8
5.99.1.3	3foe	3.90.199.10	3.90.199.10	y	8
5.99.1.3	4hyp	3.30.565.10	3.30.565.10	y	8
5.99.1.3	4ksg	3.30.565.10	3.30.565.10	y	8
5.99.1.3	4ckl	3.90.199.10	3.90.199.10	y	8
5.99.1.3	4ckk	3.90.199.10	3.90.199.10	y	8
5.99.1.3	3l4k	3.40.50.670;3.30.1490.30;3.90.199.10;3.30.1360.40;1.10.268.10	3.90.199.10;3.30.1360.40;1.10.268.10	y	8
5.99.1.3	3l4j	3.40.50.670;3.30.1490.30;3.90.199.10;3.30.1360.40;1.10.268.10	3.90.199.10;3.30.1360.40;1.10.268.10	y	8
5.99.1.3	4i3h	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	3zm7	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	3g7b	3.30.565.10	3.30.565.10	y	8
5.99.1.3	3g7e	3.30.565.10	3.30.565.10	y	8
5.99.1.3	3p4y	3.40.50.300;3.40.50.300	3.40.50.300;3.40.50.300	y	8
5.99.1.3	3p4x	3.40.50.300;3.40.50.300	3.40.50.300;3.40.50.300	y	8
5.99.1.3	1mu5	3.30.565.10;1.10.8.50;3.30.230.10	3.30.565.10	y	8
5.99.1.3	2hkj	3.30.565.10;1.10.8.50;3.30.230.10	3.30.565.10	y	8
5.99.1.3	4p8o	3.30.565.10	3.30.565.10	y	8
5.99.1.3	1qzr	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	4hz0	3.30.565.10	3.30.565.10	y	8
5.99.1.3	1kzn	3.30.565.10	3.30.565.10	y	8
5.99.1.3	2zbk	1.10.10.10;3.40.1360.10	3.40.1360.10	y	8
5.99.1.3	4g0w	3.40.50.670;3.90.199.10;3.30.1360.40;1.10.268.10	3.90.199.10;3.30.1360.40;1.10.268.10	y	8
5.99.1.3	4g0v	3.40.50.670;3.90.199.10;3.30.1360.40;1.10.268.10	3.90.199.10;3.30.1360.40;1.10.268.10	y	8
5.99.1.3	4g0u	3.40.50.670;3.90.199.10;3.30.1360.40;1.10.268.10	3.90.199.10;3.30.1360.40;1.10.268.10	y	8
5.99.1.3	3uc1	2.120.10.90	2.120.10.90	y	8
5.99.1.3	1zi0	2.120.10.90	2.120.10.90	y	8
5.99.1.3	1z5b	3.30.565.10;1.10.8.50;3.30.230.10	3.30.565.10	y	8
5.99.1.3	3lnu	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	1z5c	3.30.565.10;1.10.8.50;3.30.230.10	3.30.565.10	y	8
5.99.1.3	4prv	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	4ddq	3.90.199.10;3.30.1360.40	3.90.199.10;3.30.1360.40	y	8
5.99.1.3	4ddt	3.40.50.300;3.40.50.300;3.40.50.140;1.10.460.10;1.10.290.10	3.40.50.300;3.40.50.300	y	8
5.99.1.3	4ddu	3.40.50.300;3.40.50.300;3.40.50.140;1.10.460.10;1.10.290.10	3.40.50.300;3.40.50.300	y	8
5.99.1.3	3g75	3.30.565.10	3.30.565.10	y	8
5.99.1.3	2rgr	3.40.50.670;3.30.1490.30;3.90.199.10;3.30.1360.40;1.10.268.10	3.90.199.10;3.30.1360.40;1.10.268.10	y	8
5.99.1.3	4ktn	3.30.565.10	3.30.565.10	y	8
5.99.1.3	4prx	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	1kij	3.30.565.10;3.30.230.10	3.30.565.10	y	8
5.99.1.3	1d3y	1.10.10.10;3.40.1360.10	3.40.1360.10	y	8
5.99.1.4	2imd	3.40.30.10	3.40.30.10	n	0
5.99.1.4	2ime	3.40.30.10	3.40.30.10	n	0
5.99.1.4	2imf	3.40.30.10	3.40.30.10	n	0
